Phi,NSS,ChiSq,p_av,p_sd,p_sk,p_ku,H_av,H_sd,H_sk,H_ku,S,si_av,si_sd,si_sk,si_ku
3.37e-01,7.8310e-01,106.4,1.95860927152318,0.87644415524609,1.64736500248251,3.22738066104258,0.231212087484001,0.232923449447468,1.19598077774808,1.55904301237802,403,139.652100840336,68.2130496506738,1.41328043962228,2.20461892706941
1.04e-01,8.5283e-01,37.5,2.10099337748344,0.941007811839465,1.58678245292353,3.00580106485768,0.164967443931216,0.170120071375039,1.59682637862639,3.14828107156101,427,99.6403361344538,58.5897434442395,1.6279862997587,3.04136218619431
5.05e-02,9.1802e-01,24.7,2.05629139072848,0.968105691710999,1.60909812295251,3.13975513591321,0.11642272803161,0.138185210967714,1.97125574754018,4.91334809326068,408,70.3193277310924,55.587486164023,1.69626143735965,3.18459572052611
6.85e-02,9.1178e-01,66.9,2.31456953642384,1.02794705399983,1.6127551497872,3.20086369967294,0.290711781401303,0.214268806245053,1.23638713287923,1.62771067504411,466,175.589915966387,127.700752743488,1.11980072199665,1.30576201260877
8.28e-02,8.9063e-01,215.4,2.43543046357616,1.0020523542517,1.58730669031279,2.99909851789755,0.363790416828983,0.234500220829302,1.32132782575633,1.86283378772485,500,219.729411764706,151.295122779834,1.12912342485382,1.32023675510333
1.31e-02,9.7784e-01,9.8,1.39072847682119,0.592150754182699,1.67373362822161,3.87346369714663,0.0859035004730367,0.155539405993119,1.86074774471002,4.07485176548852,203,51.8857142857143,38.4966271265424,1.08574191191354,1.22036709113177
2.81e-01,7.6569e-01,151.9,2.18377483443709,0.99218885841226,1.58610835481806,3.13447508313727,0.213823807668763,0.19133833696438,1.34928652298962,2.06548658495925,434,129.149579831933,77.7369372138271,1.45094503478707,2.36526882016698
4.12e-01,7.1558e-01,157.2,3.12748344370861,1.3192310215184,1.61363120642679,3.15930936098241,0.428051087984863,0.235112018452816,1.37671063827415,2.05792624346278,549,258.542857142857,98.1195262961263,1.76935083551218,3.66327077476547
1.13e-01,8.4183e-01,59.1,2.72350993377483,1.16717392240108,1.55531532894328,2.83159663593545,0.255612443652958,0.197537359775596,1.3479857377665,1.96619815877056,515,154.389915966387,107.414969611463,1.24954900151874,1.61959187447199
2.73e-01,7.5624e-01,100.5,2.12417218543046,1.02589573693792,1.64054271344106,3.28372197134798,0.250230953308477,0.230634664090965,1.25546438976784,1.73641347290554,416,151.139495798319,66.8892402176063,1.40071009362305,2.26480562995907
3.39e-01,7.4634e-01,145.4,2.36423841059603,1.09926793044075,1.65634702840269,3.45282978522533,0.312012354610718,0.244359482849512,1.20776598512754,1.55364156578589,460,188.455462184874,80.5945717227465,1.52960838876467,2.66607160866873
1.42e-01,8.2097e-01,78.2,1.85761589403974,0.857142726613902,1.63680376333044,3.34505521039265,0.190784128220825,0.219773106674633,1.27947868261742,1.82367287233115,366,115.233613445378,71.8180535778861,1.19485829419286,1.48344204766795
2.63e-01,7.5433e-01,88.5,2.86258278145695,1.22852033089084,1.50683743700325,2.63531714380238,0.376156157827369,0.247181603348931,1.27587260058174,1.7200449788938,526,227.198319327731,89.5326483648605,1.68637635700096,3.32144704313916
1.93e-01,8.1965e-01,63.1,1.72019867549669,0.837563456288246,1.7218626686222,3.99961837569749,0.12772274472703,0.172915611512159,1.7351456876638,3.82547827342561,312,77.1445378151261,40.1307017938518,1.45270031811378,2.27954267008437
5.79e-01,7.7430e-01,157.8,2.08443708609272,0.892104540366488,1.59440283917638,2.96646506925665,0.294151037898604,0.244030140972536,1.16879298168221,1.44285582628136,438,177.667226890756,76.1548633485583,1.52704492918112,2.63960192683047
5.00e-01,7.0776e-01,168.0,3.10596026490066,1.21061703866878,1.54833228517611,2.72374907757183,0.410888196338138,0.225658096500492,1.35005817332697,1.98923718820635,553,248.176470588235,100.622520079787,1.4345870677554,2.38852993774707
3.24e-01,7.3003e-01,116.6,2.68708609271523,1.18199746159227,1.63019079081179,3.25656504334631,0.339646057098336,0.236755429493108,1.28547849044127,1.75699221726999,511,205.146218487395,85.9286031461081,1.65653006729744,3.10143324107096
1.17e-01,8.4942e-01,36.8,3.29801324503311,1.25700528159999,1.58700337003281,2.94317006516913,0.429136290277701,0.217119921408049,1.42431612557644,2.22541464072285,567,259.198319327731,142.563425945589,1.18748739498515,1.54202294166529
4.82e-02,9.2281e-01,11.5,2.25827814569536,1.04033601397468,1.52327275353183,2.74048750577453,0.235605765485002,0.205859889354639,1.34943725966562,2.056134702508,444,142.305882352941,58.5700231556788,1.81092368352616,3.71422210604213
4.42e-02,9.2723e-01,27.4,1.37417218543046,0.568833310022004,1.66961220773038,3.95980766190206,0.072978462908342,0.137491379644119,2.27676403040791,6.52815696693436,200,44.0789915966387,24.3633312908593,1.18562888541099,1.51320971908743
1.22e-01,8.4664e-01,89.6,2.17218543046358,0.998419873480711,1.67941214962797,3.51464713612515,0.249966609160221,0.224451709437347,1.24658221437399,1.68470622344668,439,150.979831932773,79.5653291959242,1.26462925672721,1.73958978869444
3.78e-01,7.3890e-01,110.3,2.98509933774834,1.19384867508666,1.55726777310997,2.78473772999814,0.428429517502364,0.236608259997266,1.37468808859164,2.05423571047573,541,258.771428571429,115.117396521954,1.49884909229758,2.64647870626249
9.79e-02,8.7613e-01,68.3,1.69205298013245,0.781323650096252,1.56636504892325,3.19709939961727,0.180605487228004,0.215013914562373,1.33203212754547,2.07946408546213,311,109.085714285714,64.332469272064,1.25970299094372,1.66305783398834
1.73e-02,9.7251e-01,9.7,1.70860927152318,0.810440187590905,1.73834657727126,4.08188167207632,0.188393900606601,0.226992468600186,1.29311736023027,1.90210620983743,317,113.789915966387,68.2044225813605,1.24055844812731,1.64818031480925
1.58e-01,8.2392e-01,62.6,1.5182119205298,0.654580990382764,1.55975745764157,3.31465823605493,0.0675691468640435,0.116691258069428,2.64236912233384,9.04948911104277,262,40.8117647058824,27.1579543309218,1.99706524925976,4.66327106076899
3.12e-01,7.8038e-01,138.6,3.16059602649007,1.19423434519465,1.63122595397792,3.17823445278236,0.488663809894819,0.212190890663276,1.5848077754148,2.87620414903168,572,295.152941176471,145.907874021362,1.24293845041665,1.72593141762626
4.67e-02,9.2335e-01,9.6,2.11092715231788,1.03063013643931,1.64049659000779,3.39154156666589,0.1900606600256,0.204930062191065,1.43998388626333,2.38824990673207,405,114.796638655462,59.6110416887876,1.27412383518447,1.7861757401146
2.90e-02,9.5594e-01,15.6,1.76655629139073,0.791181149339196,1.65448108747643,3.5703965201176,0.127967610885414,0.14975685867453,1.75684821752338,3.9709838855409,348,77.2924369747899,67.0467930911617,1.83676581482478,3.72730879198871
1.28e-01,8.3052e-01,30.1,2.39900662251656,1.09244804078292,1.58021699761189,3.09925252336167,0.205203405865659,0.183681471139773,1.50955628431905,2.69116901330065,471,123.942857142857,50.5358190158371,1.40347984066174,2.26997498772164
2.74e-01,7.7238e-01,78.4,1.6523178807947,0.785829332623444,1.83277032335551,4.9761153746572,0.157746674828872,0.206206919993786,1.39957225308519,2.28946530707445,298,95.2789915966387,54.16749137326,1.26851427243445,1.70830679792234
4.72e-01,7.4084e-01,162.9,2.91225165562914,1.20591075866397,1.53556492297913,2.80183536572352,0.373028549168012,0.226484256566656,1.32862181942027,1.89518615451756,535,225.309243697479,88.867677094662,1.63035002934085,3.07237476935488
2.29e-01,7.9940e-01,114.9,1.69701986754967,0.786427326586909,1.56987747783767,3.1099524486716,0.185494462685737,0.22935697993341,1.2798528624418,1.82746220986737,313,112.038655462185,63.476749014258,1.27897166332645,1.75139857034706
4.12e-02,9.4472e-01,79.0,1.40397350993377,0.594442339224348,1.63693721668198,3.71382840808429,0.0991652290055093,0.157503834295457,1.63455733759233,3.29130977909427,211,59.8957983193277,53.8572582672026,1.26334180418564,1.77018339997637
2.77e-01,7.9878e-01,122.9,2.18211920529801,0.971418440793973,1.72541804565205,3.75537960360284,0.203294562858257,0.180749569589904,1.39859948459777,2.22218995347267,454,122.789915966387,80.9763399358399,1.50557219024584,2.56868177844751
1.95e-01,8.0599e-01,75.3,1.75165562913907,0.806378077122027,1.60679594753055,3.36675381794668,0.190500306082698,0.2151629922425,1.31906813141335,2.0172637281986,333,115.06218487395,48.4188778234286,1.59308952867747,2.89769442322367
1.06e-02,9.8127e-01,19.8,1.35264900662252,0.580998457768586,1.84189824451127,4.80973488562821,0.0833435360899325,0.155072756590719,2.05556692220419,5.50276400292356,182,50.3394957983193,28.1133187685615,1.35108575219133,1.90829513217268
2.43e-01,7.9866e-01,104.3,1.98509933774834,0.925061206172395,1.62886159573551,3.28511996937687,0.220702320663366,0.222618859446965,1.28870064617054,1.8649700098338,393,133.304201680672,55.0861806015833,1.53517880924351,2.67259194332166
2.44e-01,7.6803e-01,185.7,2.60761589403974,1.11135393150512,1.58771940541482,3.05597302494239,0.359861428014915,0.241118443183758,1.25540947112645,1.66398156687606,503,217.356302521008,100.313462185154,1.41675896032319,2.27673576264918
2.18e-01,7.8208e-01,129.4,2.00165562913907,0.999170470817208,1.66953089007231,3.49301517256837,0.208111191496467,0.214613629287532,1.40473991409474,2.29127282255961,381,125.699159663866,49.50136488365,1.78199531058711,3.62092947815404
2.13e-01,7.6703e-01,98.9,2.37086092715232,1.03971400830677,1.58414102202309,3.05130132206731,0.272146474483834,0.226477929606631,1.26218346009869,1.7340909179106,476,164.376470588235,64.4494678034528,1.59432137536223,3.02954165154277
1.83e-01,8.3460e-01,64.7,1.85430463576159,0.835054433673066,1.56496899069075,3.02886287556719,0.218203572819858,0.23192961522201,1.18496505757903,1.52891895973393,367,131.794957983193,65.1571982115541,1.39979101705051,2.17778999447495
5.09e-01,7.4310e-01,212.9,2.82781456953642,1.1723163768667,1.53064823991165,2.68230137985179,0.406088263119818,0.238531997146648,1.34915822311864,1.95578912729074,531,245.27731092437,95.0860136371672,1.67492255348096,3.30381186397973
1.87e-01,8.2396e-01,98.6,1.90894039735099,0.853500507119255,1.65655944507942,3.60648278903926,0.216831765818911,0.208176108661684,1.25902414408494,1.74426119717479,386,130.966386554622,72.6199422541318,1.2965105258871,1.76081306701816
4.25e-01,7.0573e-01,183.1,2.81788079470199,1.08874957700071,1.66531933646771,3.54681613202997,0.352128666035951,0.226818406547294,1.25813147231739,1.69421232204139,543,212.685714285714,92.8246402068535,1.53749656510583,2.70245524679088
1.47e-01,8.5178e-01,37.8,1.40066225165563,0.604946135059484,1.75686243159604,4.45163317404825,0.0547999332183203,0.102002188210447,2.35718740564489,7.00665372108825,207,33.0991596638655,23.2158721994869,1.30587638353524,2.01527881810691
3.47e-01,7.8724e-01,115.7,2.00331125827815,0.866974431403655,1.50985858052248,2.55732734993737,0.185814458233625,0.192596619026131,1.48432163159883,2.52513454095874,413,112.231932773109,67.6464361576856,1.44025971922309,2.26332636746371
1.64e-01,8.2099e-01,43.0,1.81456953642384,0.821111937984773,1.67746180329835,3.54817339864375,0.149326618064445,0.181920094169887,1.5800790692229,3.03621070654194,362,90.1932773109244,29.7672419666527,1.96232107053955,4.61372215548854
3.25e-01,7.2411e-01,260.5,3.22682119205298,1.28021462959499,1.54855145150784,2.77221938544218,0.450742946185097,0.237415405021091,1.39826343691394,2.14242411638867,558,272.248739495798,118.920050726518,1.44000274196385,2.33611011653036
3.59e-01,7.2277e-01,112.8,2.35761589403974,1.0740427486709,1.55400056599148,3.01520716032729,0.221069619900941,0.209649773208947,1.36919999745676,2.12640005537796,457,133.526050420168,48.3885941525964,1.55486879116428,2.78139858559604
3.42e-01,7.3941e-01,130.8,2.38907284768212,1.04815185884323,1.59129013271153,3.10446026958675,0.262997384384218,0.210972519723396,1.33007573816013,1.95401850917884,478,158.850420168067,72.3870280337199,1.56484488853991,2.67068391131224
1.08e-01,8.8924e-01,38.4,1.19701986754967,0.459546702513153,2.43764087446888,7.66007185850181,0.0519338861372363,0.13596729457976,2.69971629495951,8.50487363733858,103,31.3680672268908,18.4972581787122,1.36123587640024,1.95769167628484
5.24e-01,7.4337e-01,164.1,2.71523178807947,1.21457748052895,1.57084865435301,2.91040757504003,0.336089932661806,0.236360145797443,1.2282825998877,1.59111014729059,511,202.998319327731,93.5820585253799,1.4616540711564,2.35783978828194
2.50e-01,8.0257e-01,145.4,2.20529801324503,0.915776953053746,1.5893631903705,2.99406344629684,0.222430296621961,0.197709486906245,1.3673495602094,2.10275982664181,465,134.347899159664,78.5913051926801,1.51878808955142,2.53755001127896
1.88e-01,8.0918e-01,63.5,1.85596026490066,0.865517246726714,1.62956563537689,3.36853856189501,0.172672380210363,0.20348057134649,1.4583341159534,2.48914871306385,361,104.294117647059,47.8867278574525,1.60515559309897,2.8449278501603
2.36e-01,7.9533e-01,124.0,2.43046357615894,1.05170900827048,1.71034369471359,3.76747427783958,0.346363181034003,0.238782520513892,1.24571239024317,1.64811587245779,492,209.203361344538,113.315031921143,1.22882669810287,1.62876532024194
0.00e+00,1.0000e+00,6.0,1.03476821192053,0.200454233970426,6.27809058733553,45.798593338858,0.00522288385552896,0.0367257972063746,9.08462496821427,95.9353667188149,19,3.1546218487395,1.89194435130376,1.43590266839224,2.23563022585719
3.73e-02,9.3902e-01,16.8,2.0182119205298,0.910570439134786,1.68012534518913,3.54523555870332,0.200909900383996,0.210605418630819,1.29713208897983,1.85008618216285,413,121.349579831933,86.8600273345741,1.15040222179545,1.43500086396519
1.82e-01,8.3131e-01,142.8,2.09933774834437,0.961200731476499,1.63563002132732,3.28936232490372,0.22030163058601,0.210126304227904,1.39476938728213,2.18787502357548,424,133.06218487395,56.7629998313001,1.63286843761675,2.9552503089577
1.46e-01,8.4232e-01,42.3,1.25496688741722,0.492888330343016,2.06588384512132,6.12007985761475,0.0642551060159162,0.146427950433788,2.53986785375596,7.66604052633373,139,38.8100840336134,18.4917669391206,1.36346122883254,2.11130127572363
3.87e-01,7.9787e-01,104.1,1.5182119205298,0.664621174868107,1.59405885767848,3.48182020682474,0.15190606043742,0.217803190810753,1.40908111924555,2.26792226541952,259,91.7512605042017,48.3155452227938,1.3964836385213,2.08957291340486
5.62e-02,9.1022e-01,24.2,1.36092715231788,0.577328112653541,1.74721739329013,4.24215883066259,0.0769937113918413,0.140081798416466,1.98493625473441,4.92962836242852,188,46.5042016806723,19.6640156569721,1.59133026372424,2.87655532358002
3.93e-01,7.6002e-01,134.0,2.52483443708609,1.09380213854439,1.5776706508198,3.01250231770342,0.337102788135122,0.234614761218296,1.23014814490128,1.60183020055039,495,203.610084033613,91.2767657486786,1.52960572867581,2.6517890282715
8.81e-02,8.9072e-01,89.8,1.65562913907285,0.744039071963208,1.59014126332746,3.27816183864867,0.166308642662363,0.21187258803412,1.42311282315725,2.29669292744722,308,100.450420168067,59.5990424517709,1.2948439973169,1.79024161917353
2.01e-01,8.1864e-01,23.3,1.26324503311258,0.503537222716217,2.1284094333932,6.74818081727936,0.0582308420056763,0.132150429555374,2.60865631500497,8.49363017899632,143,35.1714285714286,13.2689385367465,1.84260601992898,3.91071277401909
2.91e-01,7.1511e-01,96.8,2.46192052980132,1.09493428103115,1.57308574749238,2.99089284361086,0.247504034726474,0.215414240502607,1.31206521920572,1.92482087674303,485,149.49243697479,58.6023304662704,1.64483911348489,3.1800128078216
2.95e-01,7.7966e-01,118.0,2.25662251655629,0.958772247066347,1.75047009990575,3.95002813897916,0.246221269964941,0.205552291343522,1.37804227472909,2.14538173930442,476,148.717647058824,83.1459642391234,1.66006175297489,3.02436502008529
5.01e-02,9.2468e-01,56.1,1.44867549668874,0.665379616287159,1.81403857752352,4.84253375809338,0.11863487116701,0.192929447016073,1.67715117541164,3.3593700129004,218,71.655462184874,44.4537786532381,1.1699752580375,1.47457178358741
3.82e-01,7.7241e-01,252.7,2.61423841059603,1.09568505716054,1.59529404136437,3.03363871771921,0.355773832711893,0.228215885704737,1.29375446962861,1.78905487391873,515,214.887394957983,91.1361476261649,1.59260682130434,2.81047133632186
1.11e-01,8.5099e-01,76.4,2.19867549668874,0.966456403978118,1.60064826056835,3.06730161304859,0.234837776170071,0.199703324839187,1.34093665426264,1.99914583438052,450,141.842016806723,78.4156898806732,1.22024706751624,1.59960139114168
1.25e-01,8.3505e-01,43.7,2.00993377483444,0.952463169014667,1.56370024217229,3.08117384379201,0.174464355278536,0.194013150126284,1.46685839875884,2.49353593421206,387,105.376470588235,52.6397886158982,1.35869450715494,1.98900318803097
4.92e-01,7.3532e-01,153.0,2.81456953642384,1.23231314024815,1.6079718310574,3.1215468645917,0.360242640102399,0.242959194274787,1.24188700922578,1.62825799578045,529,217.586554621849,95.8844217807576,1.51148506842764,2.61540777540828
1.12e-01,8.6410e-01,21.5,1.37086092715232,0.58248035568996,1.77076433530296,4.50165398916364,0.0744782681284433,0.143804401068901,2.15770018227262,5.59839566232039,194,44.9848739495798,17.8380607090026,1.67142717849429,3.18391070778775
3.23e-01,7.6521e-01,108.9,1.98013245033113,0.934760646315735,1.60852394699351,3.16558951622988,0.244832767544104,0.242499645861252,1.21591266188101,1.61133045387815,388,147.878991596639,70.5550775664778,1.33084318563697,1.95331956398645
5.20e-02,9.2555e-01,16.0,2.09271523178808,0.932141260487431,1.5881449018868,3.12266076476374,0.271667872446993,0.249044740260526,1.1307491228258,1.352030781994,424,164.087394957983,104.082978011302,1.10119855188046,1.28050710878338
3.18e-02,9.7269e-01,85.5,1.47350993377483,0.617858080401329,1.60105025948748,3.69747040637558,0.0861817574712002,0.132570236483231,1.93441540769252,5.03307072673763,249,52.053781512605,53.8145317757014,1.6005945499764,2.87701725180946
1.81e-01,7.7982e-01,38.4,1.56456953642384,0.700616790798503,1.58785500078539,3.37283972644504,0.105665312482609,0.162247764088441,1.81736805908512,4.15104786981875,273,63.8218487394958,24.5003555442007,1.59599967642034,3.05421643946506
1.15e-01,8.5964e-01,36.2,1.36258278145695,0.597448175675039,1.92577631035827,5.37919839813582,0.0959791863765372,0.171650515100927,1.82966015373439,4.08626821536856,185,57.9714285714286,26.9424071181572,1.51553191667479,2.58736214045328
6.69e-02,9.0597e-01,67.6,2.21688741721854,0.939024917279699,1.56686952076925,2.90344518270208,0.267627580833658,0.209168752117112,1.34949261430691,1.98779002184516,460,161.647058823529,85.3460172440209,1.37760949174091,2.00406049179992
1.65e-01,8.5203e-01,110.1,2.06622516556291,0.936167148234186,1.63087806408007,3.21815641043143,0.26325616339251,0.240860238885363,1.19543033962546,1.54822327443163,420,159.006722689076,76.6642354479731,1.46462689313218,2.33859681408516
2.35e-01,7.8801e-01,100.9,2.38741721854305,1.0384530417734,1.59576280622017,3.10163276714919,0.348180199232011,0.245791663529303,1.27026829527518,1.70669669362094,479,210.300840336134,93.1927536186422,1.55258309105342,2.79189852744522
3.16e-01,7.5201e-01,119.9,2.70860927152318,1.11337089714795,1.57231845954437,2.96959744652378,0.326426067115588,0.224941185657382,1.28543986211191,1.75198697500732,520,197.161344537815,86.4927306502406,1.46119811910665,2.39219928413556
2.68e-01,7.8122e-01,87.8,1.78145695364238,0.837008546999171,1.77842175505034,4.42392044312801,0.190308308753966,0.223701949084325,1.31947271293027,1.95526376539535,343,114.946218487395,53.0058230349849,1.38806094806888,2.14910942250578
8.31e-02,8.7608e-01,9.8,2.63079470198675,1.06312922041945,1.53988620833425,2.77598593143181,0.272981245478324,0.234331880205214,1.20681372818882,1.55604321439014,519,164.880672268908,102.331628695535,1.54842412359666,2.9081203333076
1.22e-01,8.6924e-01,16.1,1.12086092715232,0.355135344775866,3.26586103879479,15.0617707393684,0.0284712560520897,0.0970067262049663,3.74553042853263,15.8495249984937,68,17.1966386554622,9.28267504161671,1.33332481454637,1.95344266043449
1.44e-01,8.5349e-01,37.8,1.49172185430464,0.677156365861701,1.66327246149893,3.78647546161339,0.116358728922032,0.181356792628853,1.71238540351656,3.63776061934524,239,70.2806722689076,33.6582959601792,1.45301913893828,2.29657387364779
2.01e-01,7.8637e-01,43.0,1.71026490066225,0.822184496962925,1.74207653977999,4.30858397043588,0.120746841783071,0.176384060510263,1.76513975202653,3.76382845129131,312,72.9310924369748,38.1617119656747,1.27856774179298,1.80169269228031
2.05e-01,7.8679e-01,121.3,2.20529801324503,1.01360206669023,1.56645237511158,2.98543993075718,0.263033557793979,0.230517845254246,1.26167055505007,1.7246580201093,434,158.872268907563,75.1530460022977,1.37936711593113,2.2134992084939
3.78e-02,9.3651e-01,10.4,1.93377483443709,0.955422822886565,1.79265032922026,4.37902987377977,0.158798486281931,0.191698552050309,1.60154493884176,3.07995117146636,370,95.9142857142857,49.6058519957161,1.27155558499201,1.78066424461525
1.67e-01,8.4659e-01,59.2,1.32450331125828,0.546508106908018,1.7603775134651,4.1781843184559,0.0650147476209025,0.125031566043084,2.03754568683078,5.05225180734575,172,39.2689075630252,27.1138581203031,1.26991434189047,1.73714784060071
7.71e-02,9.2954e-01,160.4,1.96688741721854,0.877739560273714,1.67649153834557,3.52417352590125,0.242239412321221,0.228413027079423,1.2327989448764,1.62437258435386,403,146.312605042017,87.1418032561087,1.37113284442648,2.05642824744494
2.34e-01,7.6295e-01,75.9,2.86423841059603,1.23475307185623,1.59632083009788,3.1044629872567,0.391335077077188,0.250321165300953,1.23612350001295,1.63084101127991,529,236.366386554622,124.181015394552,1.20908059564874,1.63923208173012
2.92e-01,7.8195e-01,100.4,1.62748344370861,0.747162152975156,1.69265893194133,3.93503039721857,0.166586899660527,0.205371229526294,1.32441025829875,2.03926080975139,295,100.618487394958,61.2432043445172,1.28205299587254,1.75206342066593
2.06e-01,7.8203e-01,97.4,2.10761589403974,0.984990811541015,1.69316413100661,3.69923700018928,0.22043797651511,0.206343973987661,1.30711072340811,1.90743912286642,420,133.144537815126,73.0501562442365,1.23382542796709,1.64811019151258
1.50e-01,8.0230e-01,162.8,2.97350993377483,1.26306166375898,1.67452737098776,3.63828987760628,0.363050253213868,0.231299669459551,1.33402923498893,1.89691990927862,528,219.282352941176,91.2665186126531,1.64680222557336,3.00125335984201
1.78e-01,8.0411e-01,35.4,1.34933774834437,0.571523082885046,1.78085905116905,4.40963935960121,0.0687517391062384,0.137860026835619,2.288466759958,6.27960953944788,182,41.5260504201681,19.697559726797,1.54145598733192,2.59760103004431
4.34e-01,7.2422e-01,105.1,1.69205298013245,0.781323650096253,1.56406022473989,3.09029969576434,0.17773944014692,0.221999955790432,1.34686033136003,2.09221419009008,312,107.354621848739,41.308598303072,1.65914796497197,3.20789948026245
3.40e-01,7.6146e-01,159.1,2.5546357615894,1.10026864560249,1.54715866202553,2.8016727074816,0.281740775780512,0.197420168394717,1.32667609046463,1.91273690624707,499,170.171428571429,107.604571099413,1.27245582536384,1.7034344320906
5.43e-02,9.1589e-01,10.7,1.71192052980132,0.788865154570207,1.66657981584029,3.62419666450931,0.111288886415493,0.164529102633928,1.91236926148962,4.46092953467696,324,67.218487394958,29.12365975244,1.37154286516287,2.20389332091274
1.37e-01,8.2402e-01,68.1,1.96523178807947,0.922735161388341,1.65267508717353,3.49055361093792,0.168239746229618,0.183175095706052,1.46122358533605,2.53480590535718,387,101.616806722689,34.8715923471841,1.79097712413855,3.83262214977329
2.89e-01,7.7290e-01,162.5,2.29966887417219,1.05066986971355,1.6273819295669,3.4434063494073,0.286473927319272,0.231203051631988,1.30509428486166,1.83068546636913,452,173.03025210084,78.9609567967345,1.4718580485123,2.3517556336529
2.59e-01,7.4151e-01,88.6,2.47019867549669,1.07535884674362,1.54231511863014,2.80339113895441,0.283173799321053,0.22150620756024,1.31303959726387,1.87411995166783,482,171.036974789916,61.5569857807473,1.84679929423498,4.14079258620887
2.91e-01,7.6823e-01,131.6,2.56622516556291,1.09359286449482,1.65470331732926,3.36142858314684,0.363434247871334,0.233585730373189,1.29617045476391,1.80084228493072,513,219.514285714286,92.651135930412,1.6484288646618,3.10137310091536
1.18e-01,8.3919e-01,67.7,2.5364238410596,1.11298676046394,1.55549064534022,2.85415135637167,0.313837720518672,0.228402858110746,1.29723747221397,1.79267441940849,493,189.557983193277,91.8296445203792,1.38138133480225,2.11095041358705
3.23e-01,7.4323e-01,101.7,2.99337748344371,1.21249940939002,1.58511868598201,2.87177535453469,0.403119260949412,0.234564972857865,1.33808968033422,1.9241235309166,541,243.484033613445,110.153999140236,1.36264592596633,2.06539778698157
1.33e-01,8.5820e-01,94.0,1.87417218543046,0.880657759607823,1.60903634626319,3.19134558858502,0.199134620735713,0.215219798969941,1.32121959545437,1.95503765410806,364,120.27731092437,59.6536395544865,1.29393205404585,1.86328898785241
3.63e-01,7.2628e-01,88.2,2.66225165562914,1.17865911702786,1.58500993535,3.00406721188296,0.319956591908287,0.235900804683985,1.28750514798559,1.78326865800762,505,193.253781512605,61.9048155088048,1.97007836682477,4.7906071773651
1.33e-01,8.3054e-01,126.9,2.18046357615894,0.986103333884002,1.68451315109656,3.56542833722346,0.173073070287719,0.174370350947393,1.57921049075508,3.03260385714047,443,104.536134453782,40.3962718370749,1.88548723821852,3.9711229202163
1.29e-01,8.4962e-01,69.4,1.80960264900662,0.82098340384989,1.5946610692155,3.29275252520466,0.141237687127832,0.169319631047045,1.48081398211362,2.67441718448153,353,85.3075630252101,42.8131903802058,1.38464671998358,2.09052267846085
5.64e-02,9.1382e-01,28.2,1.78145695364238,0.877564659492805,1.77359826610431,4.31327542172751,0.163893371918304,0.208468010551391,1.43976763186856,2.47567123152856,330,98.9915966386555,54.0298852563291,1.25273476097301,1.72492260492324
8.67e-02,8.8257e-01,19.8,2.00827814569536,0.949868071417577,1.59841805391869,3.1122970528004,0.234670821971173,0.237108600927995,1.23943130609246,1.69752596748363,393,141.741176470588,69.3572185621881,1.31999974181474,2.00621755849294
3.25e-01,7.2818e-01,54.2,1.6953642384106,0.803497136763617,1.69375127967987,3.74794472071564,0.139509711169236,0.195771948325702,1.58766423304173,2.98578046449548,312,84.2638655462185,31.4491338836595,1.64540594032293,3.17869979374877
2.34e-01,7.6863e-01,118.5,2.52649006622517,1.12950800909801,1.65949621133109,3.43355198078357,0.288891980633314,0.220847609534864,1.36912525055767,2.0710460468789,493,174.490756302521,91.7302283247112,1.43177743271579,2.20525215341927
2.74e-01,7.8003e-01,73.8,1.63576158940397,0.786756639238303,1.72702596149916,4.09696521743762,0.146813957371028,0.205914573475367,1.50728684581419,2.70016084345657,286,88.6756302521008,36.2433047224977,1.61772697385604,3.00618966013726
6.77e-02,9.0481e-01,49.8,1.77483443708609,0.807023682579731,1.57584563015689,3.11955195167695,0.127105014191107,0.160874136647014,1.78046062590845,3.91737583497833,343,76.7714285714286,48.6474353402733,1.21471275342124,1.55700069374818
1.76e-01,8.2844e-01,55.5,1.36754966887417,0.561460921826533,1.67135280940105,3.99956839534364,0.0970449106795033,0.171540679279124,1.85204184058161,4.06702796372025,198,58.6151260504202,32.5918189421656,1.3410812112726,1.89837636861952
9.76e-02,8.5512e-01,59.8,1.82450331125828,0.837250853514577,1.61679443820942,3.34011841689028,0.153375257387724,0.189022156642302,1.5275403924963,2.7523330905012,356,92.6386554621849,51.6674451885311,1.3067999943486,1.7610174075717
4.51e-01,6.9662e-01,143.3,2.65562913907285,1.17814737053587,1.61487123257987,3.1875167082087,0.332197117257499,0.230528851598973,1.31006972006673,1.84160152419958,511,200.647058823529,66.1373396912328,1.89442414444097,4.47285705209271
1.96e-02,9.7220e-01,8.0,1.47516556291391,0.639002072051111,1.57957663652992,3.39961552958488,0.156608603706384,0.221961172859494,1.2959495780723,1.88450373608972,241,94.5915966386555,79.8119823987948,1.02233882001491,1.05576291332235
1.06e-01,8.5727e-01,66.6,2.07450331125828,0.943474758989323,1.67015339388195,3.74194396345474,0.16075463297902,0.181361221499806,1.57912602385773,2.98072611707876,419,97.0957983193277,48.3868782041772,1.36519319352941,2.02595216348044
